文献,反应位置,底物,产物,中间体,催化剂,配体,溶剂,其它组分,条件（温度、时间、气氛、光源、波长等）,产率,dr,ee,er,直接从文献中抓取的提取错误,实验过程与操作顺序错误,文献中没有明确给出信息，需要模型进行推断，推断产生的错误
metallaphotoredox‐catalyzed enantioselective cross‐electrophile coupling using alcohols as,GeneralProcedureC-Entry1; PDF pages: 44,"N‐Bz‐Norleucine 2 (38.0 mg, 0.1 mmol); 1d (21 µL, 0.15 mmol, 1.5 equiv)",N-Pentylbenzamide (14.9 mg),,"Ir[dF(CF3)ppy]2(dtbbpy)PF6 (1.1 mg, 0.001 mmol, 1%)",dtbbpy,anhydrous EtOAc (1.0 mL),"NaBr (2.1 mg, 0.02 mmol, 20%); NaHCO3 (16.8 mg, 0.20 mmol, 2.0 equiv); 4-CF3PhSH (2.7 µL, 0.02 mmol, 20%)","time: 48 h; atm: set up in a glovebox, vial sealed with septum cap and transferred out of the glovebox; light: 40 W blue LED lamp (Kessil PR160L); wl: 427 nm",78%,,,,,,
metallaphotoredox‐catalyzed enantioselective cross‐electrophile coupling using alcohols as,GeneralProcedureC-Entry2; PDF pages: 44,"(1-chloroethyl) benzene (14.0 mg, 0.1 mmol); 1d (21 µL, 0.15 mmol, 1.5 equiv)",Ethylbenzene,,"Ir[dF(CF3)ppy]2(dtbbpy)PF6 (1.1 mg, 0.001 mmol, 1%)",dtbbpy,anhydrous EtOAc (1.0 mL),"NaBr (2.1 mg, 0.02 mmol, 20%); NaHCO3 (16.8 mg, 0.20 mmol, 2.0 equiv); 4-CF3PhSH (2.7 µL, 0.02 mmol, 20%)","time: 48 h; atm: set up in a glovebox, vial sealed with septum cap and transferred out of the glovebox; light: 40 W blue LED lamp (Kessil PR160L); wl: 427 nm",89%,,,,,,
metallaphotoredox‐catalyzed enantioselective cross‐electrophile coupling using alcohols as,GeneralProcedureC-Entry3; PDF pages: 44,"alkyl iodide (31.1 mg, 0.1 mmol); 1d (21 µL, 0.15 mmol, 1.5 equiv)",tert-Butyl piperidine-1-carboxylate (18.1 mg),,"Ir[dF(CF3)ppy]2(dtbbpy)PF6 (1.1 mg, 0.001 mmol, 1%)",dtbbpy,anhydrous EtOAc (1.0 mL),"NaBr (2.1 mg, 0.02 mmol, 20%); NaHCO3 (16.8 mg, 0.20 mmol, 2.0 equiv); 4-CF3PhSH (2.7 µL, 0.02 mmol, 20%)","time: 48 h; atm: set up in a glovebox, vial sealed with septum cap and transferred out of the glovebox; light: 40 W blue LED lamp (Kessil PR160L); wl: 427 nm",98%,,,,,,
metallaphotoredox‐catalyzed enantioselective cross‐electrophile coupling using alcohols as,NonGP-Entry2; PDF pages: 49,"Ligand L (258 mg, 0.50 mmol, 1.0 equiv); Ni(COD)2 (138 mg, 0.50 mmol, 1.0 equiv); 4-Bromoacetophenone (110 mg, 0.55 mmol, 1.1 equiv)",oxidative addition complex (330 mg),,,,Pentane (10 ml),,temp: 20 °C then room temperature; time: 1.5 hours then 0.5 hours; atm: charged in a glovebox,85%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",GeneralProcedure_gp_sm_1_step_i-Entry1; PDF pages: 5,"step1: tosylamine protected terminal alkyne/alkene (12 mmol, 1.2 eq.); sorbic alcohol (981 mg, 10 mmol, 1 eq.); step2: iodobenzene (2.448 g, 12 mmol, 1.2 eq.)","step2: N-((2E,4E)-hexa-2,4-dien-1-yl)-4-methyl-N-(3-phenylprop-2-yn-1-yl)benzenesulfonamide (2.45 g)","step1: 1,3-diene-ynes/1,3-diene-enes (N-((2E,4E)-hexa-2,4-dien-1-yl)-4-methyl-N-(prop-2-yn-1-yl)benzenesulfonamide)","step2: bis-triphenylphosphine palladium(II) chloride (280.7 mg, 4 mol%); copper iodide (152.4 mg, 8 mol%)",step2: triphenylphosphine,step1: Anhydrous THF (100 mL); step2: distilled THF (0.5 M),"step1: PPh3 (3 eq.); Diisopropyl azodicarboxylate (DIAD) (3.5 mL, 18 mmol, 1.8 eq.); step2: degassed triethylamine (50 mL)",step1: temp: 0 °C then room temperature; time: 16 h; atm: N2 (evacuated and purged); step2: temp: room temperature; atm: N2,67%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",GeneralProcedure_gp_sm_1_step_i-Entry2; PDF pages: 6,"step1: tosylamine protected terminal alkyne/alkene (12 mmol, 1.2 eq.); sorbic alcohol (981 mg, 10 mmol, 1 eq.); step2: 1-iodo-4-methoxybenzene (561 mg, 2.4 mmol, 1.2 eq.)","step2: N-((2E,4E)-hexa-2,4-dien-1-yl)-N-(3-(4-methoxyphenyl)prop-2-yn-1-yl)-4-methylbenzenesulfonamide (206 mg)","step1: 1,3-diene-ynes/1,3-diene-enes (N-((2E,4E)-hexa-2,4-dien-1-yl)-4-methyl-N-(prop-2-yn-1-yl)benzenesulfonamide)","step2: bis-triphenylphosphine palladium(II) chloride (56 mg, 4 mol%); copper iodide (30.5 mg, 8 mol%)",step2: triphenylphosphine,step1: Anhydrous THF (100 mL); step2: distilled THF (0.5 M),"step1: PPh3 (3 eq.); Diisopropyl azodicarboxylate (DIAD) (3.5 mL, 18 mmol, 1.8 eq.); step2: degassed triethylamine (10 mL)",step1: temp: 0 °C then room temperature; time: 16 h; atm: N2 (evacuated and purged); step2: temp: room temperature; atm: N2,26%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",GeneralProcedure_gp_sm_1_step_i-Entry3; PDF pages: 6,"step1: tosylamine protected terminal alkyne/alkene (12 mmol, 1.2 eq.); sorbic alcohol (981 mg, 10 mmol, 1 eq.); step2: 1-iodo-3,5-bis(trifluoromethyl)benzene (816 mg, 2.4 mmol, 1.2 eq.)","step2: N-(3-(3,5-bis(trifluoromethyl)phenyl)prop-2-yn-1-yl)-N-((2E,4E)-hexa-2,4-dien-1-yl)-4-methylbenzenesulfonamide (460 mg)","step1: 1,3-diene-ynes/1,3-diene-enes (N-((2E,4E)-hexa-2,4-dien-1-yl)-4-methyl-N-(prop-2-yn-1-yl)benzenesulfonamide)","step2: bis-triphenylphosphine palladium(II) chloride (56 mg, 4 mol%); copper iodide (30.5 mg, 8 mol%)",step2: triphenylphosphine,step1: Anhydrous THF (100 mL); step2: distilled THF (0.5 M),"step1: PPh3 (3 eq.); Diisopropyl azodicarboxylate (DIAD) (3.5 mL, 18 mmol, 1.8 eq.); step2: degassed triethylamine (10 mL)",step1: temp: 0 °C then room temperature; time: 16 h; atm: N2 (evacuated and purged); step2: temp: room temperature; atm: N2,47%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",GeneralProcedure_gp_sm_1_step_i-Entry4; PDF pages: 10,"step1: 4-methyl-N-((2Z,4E)-5-phenylpenta-2,4-dien-1-yl)benzenesulfonamide (0.31 g, 1.0 mmol, 1.0 eq.); pent-2-yn-1-ol (0.11 mL, 1.1 mmol, 1.1 eq.); step2: aryl iodide (1.2 eq.)","step2: 4-methyl-N-(pent-2-yn-1-yl)-N-((2Z,4E)-5-phenylpenta-2,4-dien-1-yl)benzenesulfonamide (0.29 g, 0.76 mmol, 76%)","step1: 1,3-diene-ynes/1,3-diene-enes",step2: bis-triphenylphosphine palladium(II) chloride (2 mol%); copper iodide (4 mol%),step2: triphenylphosphine,step1: THF (10 mL); step2: distilled THF (0.5 M),"step1: PPh3 (0.36 g, 1.4 mmol, 1.4 eq.); Diisopropyl azodicarboxylate (DIAD) (0.27 mL, 1.4 mmol, 1.4 eq.); step2: degassed triethylamine (3 eq.)",step1: temp: 0 °C then room temperature; time: 36 h; atm: N2 (evacuated and purged); step2: temp: room temperature; atm: N2,76%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",NonGP-Entry1; PDF pages: 10,"sorbic alcohol (864 mg, 8.8 mmol, 1.47 eq.); 1-bromopent-2-yne (876 mg, 6 mmol, 1.0 eq.)","(2E,4E)-1-(pent-2-yn-1-yloxy)hexa-2,4-diene (800 mg)",,,,THF (10 mL),"NaH (8.8 mmol, 1.1 eq.)",temp: room temperature; time: stirred overnight; atm: N2,81%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",NonGP-Entry2; PDF pages: 11,"step1: sorbic alcohol (1.09 g, 11.06 mmol, 1.0 eq.); propargyl bromide (80 wt% in toluene) (1.64 g, 11.06 mmol, 1.0 eq.); step2: terminal alkyne (500 mg, 3.67 mmol, 1.0 eq.)","step2: (2E,4E)-1-(but-2-yn-1-yloxy)hexa-2,4-diene (380 mg)",step1: propargylated product,,,step1: THF (30 mL); step2: THF (20 mL),"step1: NaH (398 mg, 16.6 mmol, 1.5 eq.); step2: n-BuLi (2.5 M in hexanes) (1.8 mL, 4.41 mmol, 1.2 eq.); methyl iodide (782 mg, 5.51 mmol, 1.5 eq.)",step1: temp: 0 °C then room temperature; time: 18 h; atm: N2; step2: temp: -78 °C then room temperature; time: 30 min then 30 min; atm: N2,69%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",GeneralProcedure_gp_sm_1_step_i-Entry5; PDF pages: 11,"step1: (Z)-4-methyl-N-(penta-2,4-dien-1-yl)benzenesulfonamide (1.0 g, 4.2 mmol, 1.0 eq.); hex-2-yn-1-ol (0.51 mL, 4.5 mmol, 1.1 eq.); step2: aryl iodide (1.2 eq.)","step2: (Z)-N-(hex-2-yn-1-yl)-4-methyl-N-(penta-2,4-dien-1-yl)benzenesulfonamide (1.1 g, 3.4 mmol, 80%)","step1: 1,3-diene-ynes/1,3-diene-enes",step2: bis-triphenylphosphine palladium(II) chloride (2 mol%); copper iodide (4 mol%),step2: triphenylphosphine,step1: THF (40 mL); step2: distilled THF (0.5 M),"step1: PPh3 (1.5 g, 5.9 mmol, 1.4 eq.); Diisopropyl azodicarboxylate (DIAD) (1.2 mL, 5.9 mmol, 1.4 eq.); step2: degassed triethylamine (3 eq.)",step1: temp: 0 °C then room temperature; time: 36 h; atm: N2 (evacuated and purged); step2: temp: room temperature; atm: N2,80%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",GeneralProcedure_gp_sm_1_step_i-Entry6; PDF pages: 12,"step1: 4-methyl-N-(prop-2-yn-1-yl)benzenesulfonamide (0.31 g, 1.5 mmol, 1.0 eq.); (2E,4E)-5-phenylpenta-2,4-dien-1-ol (0.26 g, 1.6 mmol, 1.1 eq.); step2: aryl iodide (1.2 eq.)","step2: 4-methyl-N-((2E,4E)-5-phenylpenta-2,4-dien-1-yl)-N-(prop-2-yn-1-yl)benzenesulfonamide (0.31 g, 0.89 mmol, 60%)","step1: 1,3-diene-ynes/1,3-diene-enes",step2: bis-triphenylphosphine palladium(II) chloride (2 mol%); copper iodide (4 mol%),step2: triphenylphosphine,step1: THF (10 mL); step2: distilled THF (0.5 M),"step1: PPh3 (0.55 g, 2.1 mmol, 1.4 eq.); Diisopropyl azodicarboxylate (DIAD) (0.43 mL, 2.1 mmol, 1.4 eq.); step2: degassed triethylamine (3 eq.)",step1: temp: 0 °C then room temperature; time: 36 h; atm: N2 (evacuated and purged); step2: temp: room temperature; atm: N2,60%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",GeneralProcedure_gp_sm_1_step_i-Entry7; PDF pages: 12,"step1: 4-methyl-N-(3-(trimethylsilyl)prop-2-yn-1-yl)benzenesulfonamide (0.56 g, 2.0 mmol, 1.0 eq.); (2E,4E)-hexa-2,4-dien-1-ol (0.25 mL, 2.2 mmol, 1.1 eq.); step2: aryl iodide (1.2 eq.)","step2: N-((2E,4E)-hexa-2,4-dien-1-yl)-4-methyl-N-(3-(trimethylsilyl)prop-2-yn-1-yl)benzenesulfonamide (0.65 g, 1.8 mmol, 70%)","step1: 1,3-diene-ynes/1,3-diene-enes",step2: bis-triphenylphosphine palladium(II) chloride (2 mol%); copper iodide (4 mol%),step2: triphenylphosphine,step1: THF (10 mL); step2: distilled THF (0.5 M),"step1: PPh3 (0.73 g, 2.8 mmol, 1.4 eq.); Diisopropyl azodicarboxylate (DIAD) (0.55 mL, 2.8 mmol, 1.4 eq.); step2: degassed triethylamine (3 eq.)",step1: temp: 0 °C then room temperature; time: 36 h; atm: N2 (evacuated and purged); step2: temp: room temperature; atm: N2,70%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",NonGP-Entry3; PDF pages: 11,"sorbic alcohol (1.09 g, 11.06 mmol, 1.0 eq.); propargyl bromide (80 wt% in toluene) (1.64 g, 11.06 mmol, 1.0 eq.)",propargylated product (686 mg),,,,THF (30 mL),"NaH (398 mg, 16.6 mmol, 1.5 eq.)",temp: 0 °C then room temperature; time: 18 h; atm: N2,46%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",GeneralProcedure_gp_sm_1_step_i-Entry8; PDF pages: 13,"step1: 4-methyl-N-(3-phenylprop-2-yn-1-yl)benzenesulfonamide (0.57 g, 2.0 mmol, 1.0 eq.); (E)-4-methylpenta-2,4-dien-1-ol (0.25 mL, 2.2 mmol, 1.1 eq.); step2: aryl iodide (1.2 eq.)","step1: (E)-4-methyl-N-(4-methylpenta-2,4-dien-1-yl)-N-(3-phenylprop-2-yn-1-yl)benzenesulfonamide (0.48 g, 1.3 mmol)","step1: 1,3-diene-ynes/1,3-diene-enes",step2: bis-triphenylphosphine palladium(II) chloride (2 mol%); copper iodide (4 mol%),step2: triphenylphosphine,step1: Anhydrous THF (10 mL); step2: distilled THF (0.5 M),"step1: PPh3 (0.73 g, 2.8 mmol, 1.4 eq.); Diisopropyl azodicarboxylate (DIAD) (0.55 mL, 2.8 mmol, 1.4 eq.); step2: degassed triethylamine (3 eq.)",step1: temp: 0 °C then room temperature; time: 36 h; atm: N2 (evacuated and purged); step2: temp: room temperature; atm: N2,66%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",GeneralProcedure_gp_sm_1_step_i-Entry9; PDF pages: 13,"step1: tosylamine protected terminal alkyne/alkene (12 mmol, 1.2 eq.); sorbic alcohol (981 mg, 10 mmol, 1 eq.); step2: aryl iodide (1.2 eq.)","step1: Dimethyl 2-(3-(4-bromophenyl)prop-2-yn-1-yl)-2-((2E,4E)-hexa-2,4-dien-1-yl)malonate (0.98 g)","step1: 1,3-diene-ynes/1,3-diene-enes","step1: Mn(OAc)2·4H2O (2.0 mmol, 20 mol%); step2: CuI (11 mg, 56 µmol, 1.4 mol%); Pd(PPh3)4 (10 mg, 8.0 µmol, 0.2 mol%)",step2: triphenylphosphine,step1: Anhydrous THF (100 mL); step2: distilled THF (0.5 M),"step1: PPh3 (3 eq.); Diisopropyl azodicarboxylate (DIAD) (3.5 mL, 18 mmol, 1.8 eq.); N-bromosuccinimide (11 mmol, 1.1 eq.); step2: degassed triethylamine (3 eq.)",step1: temp: 0 °C then room temperature; time: 16 h; atm: N2 (evacuated and purged); step2: temp: room temperature; atm: N2,48%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",GeneralProcedure_gp_sm_1_step_i-Entry10; PDF pages: 13,"step1: N-allyl-4-methylbenzenesulfonamide (1.266 g, 6.0 mmol, 1.2 eq.); (2E,4E)-hexa-2,4-dien-1-ol (490.7 mg, 5 mmol, 1 eq.); step2: aryl iodide (1.2 eq.)","step1: N-allyl-N-((2E,4E)-hexa-2,4-dien-1-yl)-4-methylbenzenesulfonamide (0.93 g, 3.2 mmol)","step1: 1,3-diene-ynes/1,3-diene-enes",step2: bis-triphenylphosphine palladium(II) chloride (2 mol%); copper iodide (4 mol%),step2: triphenylphosphine,step1: Anhydrous THF (50 mL); step2: distilled THF (0.5 M),"step1: PPh3 (3.934 g, 15 mmol, 3 eq.); Diisopropyl azodicarboxylate (DIAD) (1.77 mL, 9 mmol, 1.8 eq.); step2: degassed triethylamine (3 eq.)",step1: temp: 0 °C then room temperature; time: 16 h; atm: N2 (evacuated and purged); step2: temp: room temperature; atm: N2,64%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",GeneralProcedure_gp_sm_1_step_i-Entry11; PDF pages: 14,"step1: N-allyl-4-methylbenzenesulfonamide (0.42 g, 2.0 mmol, 1.0 eq.); (2E,4E)-5-phenylpenta-2,4-dien-1-ol (0.35 g, 2.2 mmol, 1.1 eq.); step2: aryl iodide (1.2 eq.)","step1: N-allyl-4-methyl-N-((2E,4E)-5-phenylpenta-2,4-dien-1-yl)benzenesulfonamide (0.51 g)","step1: 1,3-diene-ynes/1,3-diene-enes",step2: bis-triphenylphosphine palladium(II) chloride (2 mol%); copper iodide (4 mol%),step2: triphenylphosphine,step1: Anhydrous THF (10 mL); step2: distilled THF (0.5 M),"step1: PPh3 (0.73 g, 2.8 mmol, 1.4 eq.); Diisopropyl azodicarboxylate (DIAD) (0.55 mL, 2.8 mmol, 1.4 eq.); step2: degassed triethylamine (3 eq.)",step1: temp: 0 °C then room temperature; time: 36 h; atm: N2 (purged); step2: temp: room temperature; atm: N2,72%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",GeneralProcedure_gp_sm_2_syntheses_of_1_3_diene_enes_terminal_aryl_containing-Entry1; PDF pages: 14,"step1: 4-methyl-N-((2Z,4E)-5-phenylpenta-2,4-dien-1-yl)benzenesulfonamide (0.62 g, 2.0 mmol, 1 eq.); step2: 4-Methyl-N-(prop-2-yn-1-yl (0.84 g, 4.0 mmol, 1.0 eq.)","step1: N-allyl-4-methyl-N-((2Z,4E)-5-phenylpenta-2,4-dien-1-yl)benzenesulfonamide (0.19 g, 0.53 mmol)",step1: vinyl bromide,"step1: Mn(OAc)2·4H2O (2.0 mmol, 20 mol%); step2: CuI (11 mg, 56 µmol, 1.4 mol%); Pd(PPh3)4 (10 mg, 8.0 µmol, 0.2 mol%)",step2: PPh3,step1: THF (15 mL); step2: diethylamine and THF (3 mL and 8 mL),"step1: PPh3 (0.73 g, 2.8 mmol, 1.4 eq.); Diisopropyl azodicarboxylate (DIAD) (550 μL, 2.8 mmol, 1.4 eq.)",step1: temp: 0 °C then room temperature; time: 36 h; step2: temp: 0 °C then room temperature; time: overnight,27%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",NonGP-Entry4; PDF pages: 15,"sorbic alcohol (5.0 g, 50.9 mmol, 1.0 eq.); allyl bromide (6.16 g, 50.9 mmol, 1.0 eq.)","(2E,4E)-1-(allyloxy)hexa-2,4-diene (4.2 g)",,,,THF (50 mL (1 mL/mmol)),"sodium hydride (NaH) (1.34 g, 56 mmol, 1.1 eq.); HMPA (12.7 mL)","temp: reflux (warmed to reflux 2 h, then after addition heated to reflux 2 h); time: reflux 2 h; then addition and reflux 2 h; atm: argon",60%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",NonGP-Entry5; PDF pages: 15,"step1: hexa-2,4-dien-1-ol (1.08 g, 11.0 mmol); step2: dimethyl allyl malonate (1.61 mL, 10 mmol, 1.0 eq.)","step2: Diethyl 2-allyl-2-((2E,4E)-hexa-2,4-dien-1-yl)malonate (1.6 g)","step1: hexa-2,4-dien-1-yl bromide",,,step1: dry THF (20 mL); step2: THF (15 mL),"step1: n-BuLi (2.5 M in Et2O) (4.60 mL, 11.5 mmol); methanesulfonyl chloride (0.89 mL, 11.5 mmol); lithium bromide (LiBr) (4.34 g in 10 mL THF, 50 mmol); step2: sodium hydride (NaH, 60% in mineral oil) (0.44 g, 11 mmol)",step1: temp: dry ice/acetone bath then warmed to room temperature; step2: temp: dry ice/acetone bath then warmed to room temperature; time: overnight,57%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",GeneralProcedure_gp_sm_1_step_i-Entry12; PDF pages: 16,"step1: tosylamine protected terminal alkyne/alkene (12 mmol, 1.2 eq.); sorbic alcohol (981 mg, 10 mmol, 1 eq.); step2: aryl iodide (1.2 eq.)","step2: N-allyl-N-((2E,4E)-deca-2,4-dien-1-yl)-4-methylbenzenesulfonamide (185 mg)","step1: 1,3-diene-ynes/1,3-diene-enes",step2: bis-triphenylphosphine palladium(II) chloride (2 mol%); copper iodide (4 mol%),step2: triphenylphosphine,step1: Anhydrous THF (100 mL); step2: distilled THF (0.5 M),"step1: PPh3 (3 eq.); Diisopropyl azodicarboxylate (DIAD) (3.5 mL, 18 mmol, 1.8 eq.); step2: degassed triethylamine (3 eq.)",step1: temp: 0 °C then room temperature; time: 16 h; atm: N2 (evacuated and purged); step2: temp: room temperature; atm: N2,27%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",GeneralProcedure_gp_sm_2_syntheses_of_1_3_diene_enes_terminal_aryl_containing-Entry2; PDF pages: 16,"step1: cinnamic acid (10 mmol, 1 eq.); step2: 4-methyl-N-((2Z,4E)-5-(p-tolyl)penta-2,4-dien-1-yl)benzenesulfonamide (0.65 g, 2.0 mmol, 1.0 eq.)","step2: N-allyl-4-methyl-N-((2Z,4E)-5-(p-tolyl)penta-2,4-dien-1-yl)benzenesulfonamide (0.27 g)",step1: vinyl bromide,"step1: Mn(OAc)2·4H2O (2.0 mmol, 20 mol%); step2: CuI (11 mg, 56 µmol, 1.4 mol%); Pd(PPh3)4 (10 mg, 8.0 µmol, 0.2 mol%)",step2: PPh3,step1: H2O and acetonitrile (20 mL and 20 mL); step2: diethylamine and THF (15 mL),"step1: N-bromosuccinimide (11 mmol, 1.1 eq.); allyl alcohol (150 µL, 2.2 mmol, 1.1 eq.); Diisopropyl azodicarboxylate (DIAD) (550 µL, 2.8 mmol, 1.4 eq.)",step1: temp: room temperature; step2: temp: 0 °C then room temperature; time: 36 h,37%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",GeneralProcedure_gp_sm_2_syntheses_of_1_3_diene_enes_terminal_aryl_containing-Entry3; PDF pages: 17,"step1: cinnamic acid (10 mmol, 1 eq.); step2: 4-Methyl-N-(prop-2-yn-1-yl (0.84 g, 4.0 mmol, 1.0 eq.)","step2: 1,3-diene-ene (0.43 g)",step1: vinyl bromide,"step1: Mn(OAc)2·4H2O (2.0 mmol, 20 mol%); step2: CuI (11 mg, 56 µmol, 1.4 mol%); Pd(PPh3)4 (10 mg, 8.0 µmol, 0.2 mol%)",step2: PPh3,step1: H2O and acetonitrile (20 mL and 20 mL); step2: diethylamine and THF (3 mL and 8 mL),"step1: N-bromosuccinimide (11 mmol, 1.1 eq.)",step1: temp: room temperature; step2: temp: 0 °C then room temperature; time: overnight,53%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",GeneralProcedure_gp_sm_2_syntheses_of_1_3_diene_enes_terminal_aryl_containing-Entry4; PDF pages: 17,"step1: cinnamic acid (10 mmol, 1 eq.); step2: 4-Methyl-N-(prop-2-yn-1-yl (0.84 g, 4.0 mmol, 1.0 eq.)","step2: N-allyl-N-((2Z,4E)-5-(4-methoxyphenyl)penta-2,4-dien-1-yl)-4-methylbenzenesulfonamide (0.50 g)",step1: vinyl bromide,"step1: Mn(OAc)2·4H2O (2.0 mmol, 20 mol%); step2: CuI (11 mg, 56 µmol, 1.4 mol%); Pd(PPh3)4 (10 mg, 8.0 µmol, 0.2 mol%)",step2: PPh3,step1: H2O and acetonitrile (20 mL and 20 mL); step2: diethylamine and THF (3 mL and 8 mL),"step1: N-bromosuccinimide (11 mmol, 1.1 eq.)",step1: temp: room temperature; step2: temp: 0 °C then room temperature; time: overnight,65%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes","GeneralProcedure_gp_sm_2_syntheses_of_1_3_diene_enes_terminal_aryl_containing-Entry5; PDF pages: 17, 18","step1: cinnamic acid (10 mmol, 1 eq.); step2: 4-Methyl-N-(prop-2-yn-1-yl (0.84 g, 4.0 mmol, 1.0 eq.)","step2: N-allyl-N-((2Z,4E)-5-(4-fluorophenyl)penta-2,4-dien-1-yl)-4-methylbenzenesulfonamide (0.18 g)",step1: vinyl bromide,"step1: Mn(OAc)2·4H2O (2.0 mmol, 20 mol%); step2: CuI (11 mg, 56 µmol, 1.4 mol%); Pd(PPh3)4 (10 mg, 8.0 µmol, 0.2 mol%)",step2: PPh3,step1: H2O and acetonitrile (20 mL and 20 mL); step2: diethylamine and THF (3 mL and 8 mL),"step1: N-bromosuccinimide (11 mmol, 1.1 eq.)",step1: temp: room temperature; step2: temp: 0 °C then room temperature; time: overnight,24%,,,,,,
"ligand effects in regio- and enantioselective cobalt-catalyzed intramolecular [4+2]- and [2+2]-cycloaddition reactions of unactivated 1,3-diene-8-ynes and 1,3-diene-8-enes",GeneralProcedure_gp_sm_2_syntheses_of_1_3_diene_enes_terminal_aryl_containing-Entry6; PDF pages: 18,"step1: cinnamic acid (10 mmol, 1 eq.); step2: 4-Methyl-N-(prop-2-yn-1-yl (0.84 g, 4.0 mmol, 1.0 eq.)","step2: N-allyl-N-((2Z,4E)-5-(4-chlorophenyl)penta-2,4-dien-1-yl)-4-methylbenzenesulfonamide (0.14 g)",step1: vinyl bromide,"step1: Mn(OAc)2·4H2O (2.0 mmol, 20 mol%); step2: CuI (11 mg, 56 µmol, 1.4 mol%); Pd(PPh3)4 (10 mg, 8.0 µmol, 0.2 mol%)",step2: PPh3,step1: H2O and acetonitrile (20 mL and 20 mL); step2: diethylamine and THF (3 mL and 8 mL),"step1: N-bromosuccinimide (11 mmol, 1.1 eq.)",step1: temp: room temperature; step2: temp: 0 °C then room temperature; time: overnight,18%,,,,,,
